InteractionID,CustomerID,AgentID,Date,Month,Category,Channel,FirstResponseMinutes,ResolutionHours,FCR,Escalated,SurveySent,CSATScore,NPSSent,NPSScore
INT512557,C10676,A147,2025-08-27,2025-08,Billing & Payments,Email,5.1,4.03,True,False,True,4.5,False,
INT512558,C11617,A148,2025-08-19,2025-08,Billing & Payments,Chat,3.1,1.12,False,False,False,,False,
INT512559,C11663,A148,2025-08-31,2025-08,Billing & Payments,Phone,9.3,2.29,False,False,True,4.0,False,
INT512560,C11184,A142,2025-08-15,2025-08,Billing & Payments,Chat,1.7,6.5,True,False,True,5.0,False,
INT512561,C10484,A146,2025-08-24,2025-08,Billing & Payments,Chat,1.9,4.14,True,False,True,5.0,False,
INT512562,C10483,A142,2025-08-31,2025-08,Billing & Payments,Email,5.6,3.27,True,False,True,5.0,False,
INT512563,C10791,A145,2025-08-29,2025-08,Billing & Payments,Phone,13.5,5.07,True,False,True,5.0,False,
INT512564,C11617,A145,2025-08-11,2025-08,Billing & Payments,Chat,1.6,4.26,True,False,True,5.0,False,
INT512565,C12054,A142,2025-08-25,2025-08,Billing & Payments,Chat,2.5,4.07,True,False,True,4.5,False,
INT512566,C12082,A146,2025-08-27,2025-08,Billing & Payments,Chat,4.0,2.88,True,False,True,3.5,False,
INT512567,C11256,A143,2025-08-10,2025-08,Billing & Payments,Phone,7.6,4.74,False,True,False,,False,
INT512568,C12140,A142,2025-08-07,2025-08,Billing & Payments,Email,35.4,1.16,True,False,True,4.5,False,
INT512569,C12172,A149,2025-08-04,2025-08,Billing & Payments,Social,13.6,1.84,True,False,True,5.0,True,10.0
INT512570,C11197,A142,2025-08-18,2025-08,Billing & Payments,Phone,8.2,6.35,True,False,False,,False,
INT512571,C10249,A149,2025-08-08,2025-08,Billing & Payments,Chat,1.3,2.71,True,False,False,,False,
INT512572,C10070,A145,2025-08-24,2025-08,Billing & Payments,Email,14.4,1.73,True,False,True,4.5,False,
INT512573,C12056,A142,2025-08-19,2025-08,Billing & Payments,Chat,0.7,3.67,True,False,False,,False,
INT512574,C11871,A147,2025-08-27,2025-08,Billing & Payments,Phone,3.2,7.37,True,False,False,,False,
INT512575,C11425,A148,2025-08-27,2025-08,Billing & Payments,Phone,5.5,4.63,True,False,False,,False,
INT512576,C11704,A142,2025-08-17,2025-08,Billing & Payments,Chat,3.4,3.6,True,False,False,,False,
INT512577,C10744,A143,2025-08-23,2025-08,Billing & Payments,Phone,22.2,8.98,False,False,True,4.5,False,
INT512578,C11054,A145,2025-08-31,2025-08,Billing & Payments,Chat,0.5,5.45,True,True,True,4.5,False,
INT512579,C10204,A146,2025-08-22,2025-08,Billing & Payments,Email,9.4,1.77,False,False,False,,False,
INT512580,C11377,A148,2025-08-05,2025-08,Billing & Payments,Email,13.4,1.48,True,False,True,4.5,False,
INT512581,C11181,A148,2025-08-10,2025-08,Billing & Payments,Chat,1.9,2.65,True,False,False,,False,
INT512582,C11030,A143,2025-08-01,2025-08,Billing & Payments,Email,20.1,6.16,False,False,True,5.0,True,6.0
INT512583,C10197,A147,2025-08-02,2025-08,Billing & Payments,Phone,10.4,3.86,True,False,True,4.5,True,8.0
INT512584,C10932,A148,2025-08-14,2025-08,Billing & Payments,Chat,1.2,2.93,True,False,False,,False,
INT512585,C11997,A147,2025-08-18,2025-08,Billing & Payments,Chat,2.1,6.6,True,False,False,,False,
INT512586,C11557,A147,2025-08-21,2025-08,Billing & Payments,Chat,0.8,5.11,True,False,False,,False,
INT512587,C12135,A124,2025-08-06,2025-08,Website/App Experience,Chat,6.0,11.19,True,False,False,,False,
INT512588,C10752,A127,2025-08-19,2025-08,Website/App Experience,Phone,8.8,9.97,True,False,False,,False,
INT512589,C10718,A130,2025-08-28,2025-08,Website/App Experience,Chat,3.8,9.75,True,False,True,4.5,False,
INT512590,C10115,A132,2025-08-07,2025-08,Website/App Experience,Email,18.1,6.29,True,False,True,4.0,False,
INT512591,C11350,A126,2025-08-01,2025-08,Website/App Experience,Phone,36.7,4.27,False,False,False,,False,
INT512592,C10119,A126,2025-08-10,2025-08,Website/App Experience,Phone,8.2,4.34,True,False,True,4.5,False,
INT512593,C10262,A123,2025-08-07,2025-08,Website/App Experience,Chat,1.7,6.28,True,False,True,5.0,False,
INT512594,C10814,A127,2025-08-10,2025-08,Website/App Experience,Phone,17.5,5.17,True,False,True,4.5,False,
INT512595,C11782,A130,2025-08-14,2025-08,Website/App Experience,Phone,20.6,4.27,True,True,False,,False,
INT512596,C11608,A123,2025-08-02,2025-08,Website/App Experience,Phone,22.9,2.21,True,False,True,5.0,False,
INT512597,C11122,A129,2025-08-27,2025-08,Website/App Experience,Phone,19.4,3.57,True,False,False,,False,
INT512598,C11085,A128,2025-08-01,2025-08,Website/App Experience,Phone,5.5,9.1,True,False,False,,False,
INT512599,C10532,A130,2025-08-07,2025-08,Website/App Experience,Chat,2.4,7.03,False,False,True,4.5,True,7.0
INT512600,C12194,A124,2025-08-12,2025-08,Website/App Experience,Phone,20.6,12.69,True,False,True,4.5,False,
INT512601,C10269,A123,2025-08-15,2025-08,Website/App Experience,Social,21.9,15.45,True,False,False,,True,7.0
INT512602,C11699,A132,2025-08-02,2025-08,Website/App Experience,Chat,1.8,3.36,True,False,False,,False,
INT512603,C11797,A129,2025-08-05,2025-08,Website/App Experience,Chat,2.1,4.7,True,False,True,5.0,False,
INT512604,C10082,A132,2025-08-22,2025-08,Website/App Experience,Chat,3.4,7.04,True,False,False,,False,
INT512605,C11091,A124,2025-08-12,2025-08,Website/App Experience,Chat,3.7,4.17,False,False,True,4.0,True,5.0
INT512606,C11893,A126,2025-08-23,2025-08,Website/App Experience,Email,17.7,2.06,False,False,True,4.0,False,
INT512607,C10606,A126,2025-08-03,2025-08,Website/App Experience,Phone,45.3,1.72,True,False,True,5.0,True,9.0
INT512608,C10746,A131,2025-08-25,2025-08,Website/App Experience,Chat,2.4,10.25,True,False,True,4.5,False,
INT512609,C11530,A128,2025-08-26,2025-08,Website/App Experience,Email,19.0,6.87,True,False,True,4.0,False,
INT512610,C11425,A131,2025-08-25,2025-08,Website/App Experience,Chat,2.9,0.87,True,False,False,,True,4.0
INT512611,C10532,A132,2025-08-18,2025-08,Website/App Experience,Social,21.7,12.08,True,True,True,4.0,False,
INT512612,C11703,A123,2025-08-29,2025-08,Website/App Experience,Email,31.4,6.06,False,False,False,,False,
INT512613,C11966,A128,2025-08-16,2025-08,Website/App Experience,Email,14.6,5.65,False,False,False,,False,
INT512614,C11955,A130,2025-08-15,2025-08,Website/App Experience,Chat,0.8,4.16,True,False,False,,False,
INT512615,C10706,A128,2025-08-03,2025-08,Website/App Experience,Chat,1.5,4.56,False,False,False,,False,
INT512616,C11456,A124,2025-08-15,2025-08,Website/App Experience,Chat,3.3,10.76,True,False,True,4.5,False,
INT512617,C11172,A130,2025-08-26,2025-08,Website/App Experience,Phone,6.7,10.03,True,False,True,5.0,False,
INT512618,C11210,A129,2025-08-03,2025-08,Website/App Experience,Chat,3.3,1.41,False,False,False,,False,
INT512619,C10051,A123,2025-08-08,2025-08,Website/App Experience,Social,18.3,2.68,False,False,True,4.5,False,
INT512620,C11407,A128,2025-08-21,2025-08,Website/App Experience,Chat,5.1,2.54,True,False,False,,True,6.0
INT512621,C11467,A131,2025-08-09,2025-08,Website/App Experience,Phone,11.4,4.42,True,False,False,,False,
INT512622,C10693,A123,2025-08-02,2025-08,Website/App Experience,Chat,2.3,10.37,False,False,False,,False,
INT512623,C11718,A123,2025-08-19,2025-08,Website/App Experience,Chat,2.9,17.97,True,False,True,5.0,False,
INT512624,C10662,A132,2025-08-24,2025-08,Website/App Experience,Chat,3.3,8.59,True,False,False,,False,
INT512625,C10921,A130,2025-08-17,2025-08,Website/App Experience,Chat,0.6,13.79,False,False,False,,False,
INT512626,C12048,A126,2025-08-21,2025-08,Website/App Experience,Email,25.7,13.44,True,False,False,,False,
INT512627,C11383,A128,2025-08-27,2025-08,Website/App Experience,Email,36.3,1.02,True,False,False,,False,
INT512628,C11334,A125,2025-08-04,2025-08,Website/App Experience,Phone,33.1,11.54,True,False,False,,False,
INT512629,C10933,A125,2025-08-22,2025-08,Website/App Experience,Chat,0.5,7.4,True,False,True,3.5,True,9.0
INT512630,C11886,A124,2025-08-19,2025-08,Website/App Experience,Chat,1.6,5.04,True,False,False,,False,
INT512631,C10519,A127,2025-08-10,2025-08,Website/App Experience,Chat,1.0,7.95,True,False,True,5.0,False,
INT512632,C10999,A125,2025-08-08,2025-08,Website/App Experience,Chat,0.9,8.03,True,False,False,,True,9.0
INT512633,C10532,A107,2025-08-04,2025-08,Customer Service,Chat,1.2,6.96,True,False,False,,False,
INT512634,C11719,A111,2025-08-26,2025-08,Customer Service,Email,38.1,3.39,False,False,False,,False,
INT512635,C11458,A109,2025-08-20,2025-08,Customer Service,Chat,1.3,3.37,True,False,True,4.0,True,6.0
INT512636,C11334,A122,2025-08-04,2025-08,Customer Service,Email,1.9,6.16,True,False,False,,True,7.0
INT512637,C11146,A114,2025-08-21,2025-08,Customer Service,Social,12.8,1.38,False,False,False,,False,
INT512638,C11479,A106,2025-08-13,2025-08,Customer Service,Phone,4.6,7.2,False,False,True,4.0,False,
INT512639,C11642,A107,2025-08-12,2025-08,Customer Service,Phone,3.1,3.38,True,False,False,,False,
INT512640,C11969,A117,2025-08-10,2025-08,Customer Service,Phone,7.5,2.36,False,True,False,,True,5.0
INT512641,C11230,A119,2025-08-08,2025-08,Customer Service,Phone,7.6,5.33,True,False,True,5.0,False,
INT512642,C12018,A113,2025-08-03,2025-08,Customer Service,Phone,17.9,3.28,True,False,False,,True,7.0
INT512643,C11465,A108,2025-08-09,2025-08,Customer Service,Chat,0.9,6.83,True,False,True,4.5,False,
INT512644,C11665,A120,2025-08-08,2025-08,Customer Service,Social,11.5,1.57,True,False,False,,False,
INT512645,C11467,A121,2025-08-14,2025-08,Customer Service,Chat,1.9,2.69,True,False,False,,False,
INT512646,C10472,A104,2025-08-05,2025-08,Customer Service,Chat,0.8,5.32,False,False,True,4.0,False,
INT512647,C11425,A113,2025-08-31,2025-08,Customer Service,Email,13.4,1.05,True,False,False,,False,
INT512648,C11757,A108,2025-08-12,2025-08,Customer Service,Phone,1.4,3.28,True,False,False,,False,
INT512649,C11925,A111,2025-08-22,2025-08,Customer Service,Chat,1.9,1.2,False,False,False,,False,
INT512650,C10416,A109,2025-08-22,2025-08,Customer Service,Phone,5.4,0.79,True,False,False,,False,
INT512651,C11465,A122,2025-08-22,2025-08,Customer Service,Chat,3.1,3.92,True,False,True,4.5,False,
INT512652,C10475,A104,2025-08-11,2025-08,Customer Service,Chat,1.2,1.6,True,False,True,5.0,True,6.0
INT512653,C10998,A103,2025-08-11,2025-08,Customer Service,Phone,8.7,7.46,True,False,False,,False,
INT512654,C11483,A112,2025-08-25,2025-08,Customer Service,Chat,1.7,1.38,True,False,False,,False,
INT512655,C11774,A120,2025-08-25,2025-08,Customer Service,Phone,11.0,12.72,False,False,False,,False,
INT512656,C10139,A101,2025-08-19,2025-08,Customer Service,Chat,1.1,6.31,False,False,False,,True,6.0
INT512657,C10406,A118,2025-08-15,2025-08,Customer Service,Chat,0.5,5.43,True,False,True,4.0,True,9.0
INT512658,C11332,A114,2025-08-28,2025-08,Customer Service,Social,19.2,3.65,True,False,True,5.0,False,
INT512659,C12028,A104,2025-08-26,2025-08,Customer Service,Chat,2.7,3.28,False,False,False,,False,
INT512660,C12102,A101,2025-08-06,2025-08,Customer Service,Social,6.5,4.84,True,False,True,5.0,False,
INT512661,C10239,A121,2025-08-24,2025-08,Customer Service,Email,34.2,3.4,True,False,True,5.0,False,
INT512662,C11488,A109,2025-08-26,2025-08,Customer Service,Social,18.6,4.56,True,False,True,4.5,False,
INT512663,C10447,A118,2025-08-02,2025-08,Customer Service,Email,0.9,1.6,False,False,True,3.5,False,
INT512664,C10151,A120,2025-08-25,2025-08,Customer Service,Phone,2.3,1.48,True,False,False,,False,
INT512665,C10499,A114,2025-08-01,2025-08,Customer Service,Chat,0.5,3.92,False,False,False,,False,
INT512666,C10400,A105,2025-08-25,2025-08,Customer Service,Phone,7.3,5.4,True,False,False,,False,
INT512667,C10752,A111,2025-08-16,2025-08,Customer Service,Chat,0.5,6.6,True,False,True,4.5,True,10.0
INT512668,C11179,A107,2025-08-04,2025-08,Customer Service,Social,23.5,6.68,False,False,True,5.0,True,7.0
INT512669,C11371,A106,2025-08-13,2025-08,Customer Service,Phone,4.2,4.59,False,False,True,4.5,False,
INT512670,C10715,A110,2025-08-12,2025-08,Customer Service,Chat,2.7,4.64,True,False,True,4.0,False,
INT512671,C12141,A105,2025-08-23,2025-08,Customer Service,Chat,1.6,1.18,True,False,False,,False,
INT512672,C10722,A114,2025-08-09,2025-08,Customer Service,Email,24.1,9.24,False,False,False,,False,
INT512673,C10476,A114,2025-08-01,2025-08,Customer Service,Social,6.8,2.88,True,True,False,,False,
INT512674,C10059,A111,2025-08-18,2025-08,Customer Service,Social,12.5,2.45,True,False,True,5.0,False,
INT512675,C10442,A121,2025-08-03,2025-08,Customer Service,Chat,0.9,9.36,True,False,True,5.0,False,
INT512676,C11210,A112,2025-08-31,2025-08,Customer Service,Chat,1.1,8.11,True,False,False,,False,
INT512677,C11611,A108,2025-08-14,2025-08,Customer Service,Phone,11.6,2.52,False,False,False,,False,
INT512678,C10938,A103,2025-08-10,2025-08,Customer Service,Email,21.1,3.81,True,False,True,5.0,False,
INT512679,C11011,A107,2025-08-16,2025-08,Customer Service,Social,10.0,4.43,True,False,False,,True,7.0
INT512680,C10209,A102,2025-08-19,2025-08,Customer Service,Chat,1.3,6.62,True,False,True,4.5,False,
INT512681,C11547,A105,2025-08-03,2025-08,Customer Service,Chat,4.4,2.26,True,False,False,,True,8.0
INT512682,C12063,A118,2025-08-04,2025-08,Customer Service,Email,7.4,7.68,True,False,True,5.0,False,
INT512683,C10919,A106,2025-08-25,2025-08,Customer Service,Chat,1.1,4.21,True,False,False,,False,
INT512684,C10519,A115,2025-08-06,2025-08,Customer Service,Phone,19.3,2.91,False,False,True,3.5,True,9.0
INT512685,C10470,A107,2025-08-02,2025-08,Customer Service,Chat,2.2,6.82,False,False,True,5.0,False,
INT512686,C11055,A103,2025-08-10,2025-08,Customer Service,Chat,0.7,4.22,True,False,True,5.0,True,7.0
INT512687,C10616,A121,2025-08-01,2025-08,Customer Service,Email,7.0,1.7,True,False,True,4.5,False,
INT512688,C10205,A113,2025-08-10,2025-08,Customer Service,Phone,13.8,2.65,True,False,True,5.0,False,
INT512689,C11904,A110,2025-08-14,2025-08,Customer Service,Chat,4.2,4.8,True,False,True,5.0,False,
INT512690,C10114,A103,2025-08-20,2025-08,Customer Service,Chat,1.9,4.21,True,False,True,5.0,False,
INT512691,C11400,A110,2025-08-29,2025-08,Customer Service,Chat,2.8,1.38,True,False,True,5.0,False,
INT512692,C12169,A112,2025-08-26,2025-08,Customer Service,Chat,1.0,3.9,True,False,False,,False,
INT512693,C10737,A117,2025-08-07,2025-08,Customer Service,Phone,12.2,2.42,True,False,True,4.5,False,
INT512694,C11089,A110,2025-08-09,2025-08,Customer Service,Email,16.4,5.48,True,False,False,,False,
INT512695,C11684,A111,2025-08-17,2025-08,Customer Service,Social,5.4,3.2,False,False,True,5.0,False,
INT512696,C11062,A120,2025-08-15,2025-08,Customer Service,Email,14.5,6.73,True,False,True,4.0,False,
INT512697,C11055,A102,2025-08-24,2025-08,Customer Service,Chat,3.9,6.01,True,False,False,,False,
INT512698,C10468,A103,2025-08-19,2025-08,Customer Service,Social,29.8,4.2,True,False,False,,False,
INT512699,C10176,A110,2025-08-27,2025-08,Customer Service,Phone,6.1,8.3,False,False,True,4.5,False,
INT512700,C12086,A109,2025-08-15,2025-08,Customer Service,Phone,12.8,1.92,True,False,False,,False,
INT512701,C11983,A119,2025-08-17,2025-08,Customer Service,Chat,2.4,6.36,False,False,True,5.0,False,
INT512702,C11670,A119,2025-08-30,2025-08,Customer Service,Phone,7.3,1.77,False,True,False,,False,
INT512703,C10384,A122,2025-08-03,2025-08,Customer Service,Phone,11.6,4.07,True,False,False,,False,
INT512704,C11719,A117,2025-08-10,2025-08,Customer Service,Chat,0.5,2.92,True,False,True,4.5,False,
INT512705,C10465,A122,2025-08-03,2025-08,Customer Service,Phone,7.1,1.86,True,False,False,,False,
INT512706,C11055,A117,2025-08-12,2025-08,Customer Service,Phone,16.5,3.74,True,False,False,,False,
INT512707,C11122,A102,2025-08-12,2025-08,Customer Service,Chat,2.0,1.07,False,False,False,,False,
INT512708,C10716,A104,2025-08-04,2025-08,Customer Service,Chat,1.1,13.71,True,False,True,5.0,False,
INT512709,C11316,A119,2025-08-20,2025-08,Customer Service,Chat,2.8,3.58,False,False,True,4.5,True,5.0
INT512710,C10428,A114,2025-08-16,2025-08,Customer Service,Email,27.1,2.85,True,False,True,4.5,False,
INT512711,C11325,A105,2025-08-09,2025-08,Customer Service,Phone,1.0,4.69,True,False,True,5.0,False,
INT512712,C10541,A116,2025-08-15,2025-08,Customer Service,Email,17.9,1.65,True,False,False,,False,
INT512713,C10658,A111,2025-08-27,2025-08,Customer Service,Phone,39.5,5.15,False,False,True,5.0,True,8.0
INT512714,C11137,A105,2025-08-13,2025-08,Customer Service,Chat,0.8,11.19,True,False,True,5.0,False,
INT512715,C10975,A120,2025-08-10,2025-08,Customer Service,Chat,2.4,1.29,True,False,False,,True,9.0
INT512716,C11585,A103,2025-08-26,2025-08,Customer Service,Social,4.6,5.83,True,False,True,4.5,False,
INT512717,C11775,A112,2025-08-07,2025-08,Customer Service,Chat,3.3,4.04,True,False,True,4.0,True,5.0
INT512718,C12096,A111,2025-08-03,2025-08,Customer Service,Phone,8.9,5.0,False,False,False,,True,2.0
INT512719,C11510,A121,2025-08-05,2025-08,Customer Service,Chat,2.9,4.1,True,False,True,4.0,False,
INT512720,C11522,A113,2025-08-27,2025-08,Customer Service,Phone,3.9,11.61,True,False,True,5.0,False,
INT512721,C11013,A113,2025-08-21,2025-08,Customer Service,Phone,1.8,4.91,True,False,True,5.0,False,
INT512722,C11278,A119,2025-08-27,2025-08,Customer Service,Phone,12.5,2.87,True,False,False,,False,
INT512723,C11255,A112,2025-08-21,2025-08,Customer Service,Email,4.7,4.75,True,False,True,5.0,False,
INT512724,C11725,A118,2025-08-01,2025-08,Customer Service,Phone,14.9,1.15,True,False,True,5.0,False,
INT512725,C11314,A120,2025-08-24,2025-08,Customer Service,Phone,11.0,7.74,True,False,False,,False,
INT512726,C10028,A105,2025-08-07,2025-08,Customer Service,Chat,0.6,7.47,True,False,True,5.0,False,
INT512727,C12015,A106,2025-08-12,2025-08,Customer Service,Email,7.6,4.63,True,False,False,,False,
INT512728,C11410,A117,2025-08-03,2025-08,Customer Service,Phone,4.9,8.24,True,False,False,,True,8.0
INT512729,C10708,A104,2025-08-06,2025-08,Customer Service,Chat,3.4,2.5,True,False,False,,False,
INT512730,C10249,A118,2025-08-26,2025-08,Customer Service,Email,8.3,5.35,True,False,False,,False,
INT512731,C11281,A105,2025-08-31,2025-08,Customer Service,Chat,1.8,6.6,True,False,True,3.0,True,8.0
INT512732,C11239,A117,2025-08-12,2025-08,Customer Service,Email,12.0,2.4,True,False,False,,False,
INT512733,C11426,A104,2025-08-09,2025-08,Customer Service,Phone,21.7,6.12,False,False,True,4.0,False,
INT512734,C10721,A116,2025-08-25,2025-08,Customer Service,Phone,4.5,9.52,True,False,True,5.0,False,
INT512735,C10162,A104,2025-08-27,2025-08,Customer Service,Phone,22.6,1.01,True,False,True,3.5,True,8.0
INT512736,C10472,A101,2025-08-22,2025-08,Customer Service,Phone,5.3,4.16,True,False,True,4.0,True,9.0
INT512737,C11786,A107,2025-09-20,2025-09,Shipping & Delivery,Chat,1.1,5.69,True,False,False,,False,
INT512738,C11196,A116,2025-09-10,2025-09,Shipping & Delivery,Email,14.0,4.47,True,False,True,4.5,False,
INT512739,C10829,A107,2025-09-14,2025-09,Shipping & Delivery,Email,16.2,4.68,True,True,True,3.5,False,
INT512740,C11271,A108,2025-09-18,2025-09,Shipping & Delivery,Email,5.1,1.84,True,False,True,5.0,False,
INT512741,C11656,A102,2025-09-11,2025-09,Shipping & Delivery,Email,9.8,4.97,False,False,False,,False,
INT512742,C12166,A119,2025-09-25,2025-09,Shipping & Delivery,Phone,3.8,0.9,True,False,False,,True,7.0
INT512743,C11239,A122,2025-09-11,2025-09,Shipping & Delivery,Social,14.6,3.64,False,False,True,3.5,False,
INT512744,C11422,A118,2025-09-13,2025-09,Shipping & Delivery,Social,35.2,7.85,True,False,True,4.5,False,
INT512745,C10572,A103,2025-09-21,2025-09,Shipping & Delivery,Phone,11.2,5.75,True,True,True,4.0,False,
INT512746,C11315,A117,2025-09-18,2025-09,Shipping & Delivery,Chat,0.8,3.72,True,False,False,,False,
INT512747,C11189,A113,2025-09-20,2025-09,Shipping & Delivery,Phone,3.7,1.72,True,False,False,,False,
INT512748,C11852,A112,2025-09-22,2025-09,Shipping & Delivery,Email,4.5,5.8,True,False,False,,False,
INT512749,C10388,A122,2025-09-06,2025-09,Shipping & Delivery,Social,10.8,5.38,True,False,True,4.0,False,
INT512750,C10465,A117,2025-09-07,2025-09,Shipping & Delivery,Phone,5.7,5.42,False,False,True,4.5,False,
INT512751,C11239,A101,2025-09-19,2025-09,Shipping & Delivery,Chat,2.9,9.74,True,False,True,4.5,False,
INT512752,C10321,A114,2025-09-17,2025-09,Shipping & Delivery,Email,9.3,6.3,True,False,False,,False,
INT512753,C12008,A108,2025-09-22,2025-09,Shipping & Delivery,Chat,2.6,2.66,False,False,False,,True,9.0
INT512754,C11376,A110,2025-09-11,2025-09,Shipping & Delivery,Social,10.3,2.18,True,False,True,4.5,True,6.0
INT512755,C10997,A122,2025-09-17,2025-09,Shipping & Delivery,Chat,1.0,4.19,True,False,False,,False,
INT512756,C11969,A112,2025-09-01,2025-09,Shipping & Delivery,Phone,30.8,3.95,True,True,False,,False,
INT512757,C10872,A117,2025-09-11,2025-09,Shipping & Delivery,Email,15.1,2.0,True,False,False,,False,
INT512758,C10268,A113,2025-09-23,2025-09,Shipping & Delivery,Email,4.6,5.58,True,False,False,,False,
INT512759,C11349,A111,2025-09-19,2025-09,Shipping & Delivery,Chat,0.5,11.14,True,False,False,,False,
INT512760,C10726,A115,2025-09-21,2025-09,Shipping & Delivery,Email,30.1,5.99,True,False,False,,False,
INT512761,C11923,A111,2025-09-07,2025-09,Shipping & Delivery,Chat,3.5,5.43,True,False,True,4.0,False,
INT512762,C11171,A109,2025-09-26,2025-09,Shipping & Delivery,Phone,10.0,4.84,True,False,True,4.0,False,
INT512763,C11158,A107,2025-09-05,2025-09,Shipping & Delivery,Chat,2.1,3.02,False,False,False,,False,
INT512764,C10338,A109,2025-09-23,2025-09,Shipping & Delivery,Phone,7.7,8.36,True,False,False,,False,
INT512765,C10235,A103,2025-09-16,2025-09,Shipping & Delivery,Chat,0.5,6.02,True,False,False,,True,6.0
INT512766,C10836,A122,2025-09-25,2025-09,Shipping & Delivery,Phone,5.5,10.75,True,False,False,,False,
INT512767,C11729,A103,2025-09-13,2025-09,Shipping & Delivery,Phone,8.9,2.93,True,False,True,5.0,False,
INT512768,C10532,A110,2025-09-08,2025-09,Shipping & Delivery,Email,33.0,3.17,True,False,True,4.0,False,
INT512769,C11612,A115,2025-09-10,2025-09,Shipping & Delivery,Chat,0.5,10.31,False,True,False,,False,
INT512770,C11176,A117,2025-09-14,2025-09,Shipping & Delivery,Phone,10.4,4.57,True,False,True,5.0,False,
INT512771,C10472,A101,2025-09-18,2025-09,Shipping & Delivery,Chat,3.0,2.83,True,False,False,,False,
INT512772,C11441,A104,2025-09-05,2025-09,Shipping & Delivery,Chat,1.5,2.29,True,False,False,,False,
INT512773,C10854,A119,2025-09-14,2025-09,Shipping & Delivery,Chat,2.0,3.86,True,False,False,,False,
INT512774,C10801,A106,2025-09-22,2025-09,Shipping & Delivery,Social,13.0,6.74,True,False,False,,False,
INT512775,C10329,A121,2025-09-12,2025-09,Shipping & Delivery,Chat,1.2,3.84,True,False,True,4.5,False,
INT512776,C11663,A115,2025-09-15,2025-09,Shipping & Delivery,Phone,14.0,12.37,True,False,True,5.0,False,
INT512777,C11181,A114,2025-09-29,2025-09,Shipping & Delivery,Phone,11.3,4.77,True,False,True,4.5,True,9.0
INT512778,C10676,A116,2025-09-12,2025-09,Shipping & Delivery,Social,21.6,6.98,True,False,False,,True,10.0
INT512779,C11649,A118,2025-09-10,2025-09,Shipping & Delivery,Chat,0.8,8.33,True,False,False,,False,
INT512780,C12166,A104,2025-09-01,2025-09,Shipping & Delivery,Email,19.7,6.97,True,False,True,4.5,False,
INT512781,C10750,A114,2025-09-04,2025-09,Shipping & Delivery,Phone,8.6,6.45,True,False,False,,False,
INT512782,C10438,A115,2025-09-09,2025-09,Shipping & Delivery,Email,0.7,5.21,True,False,False,,False,
INT512783,C10906,A105,2025-09-28,2025-09,Shipping & Delivery,Chat,0.6,5.53,True,False,True,5.0,False,
INT512784,C11665,A104,2025-09-12,2025-09,Shipping & Delivery,Phone,19.7,6.91,False,False,False,,False,
INT512785,C11465,A103,2025-09-14,2025-09,Shipping & Delivery,Phone,21.8,1.11,False,False,True,5.0,False,
INT512786,C12133,A107,2025-09-14,2025-09,Shipping & Delivery,Phone,4.5,6.16,True,True,False,,False,
INT512787,C11380,A101,2025-09-20,2025-09,Shipping & Delivery,Chat,4.4,10.17,False,False,True,5.0,False,
INT512788,C10615,A105,2025-09-08,2025-09,Shipping & Delivery,Social,7.6,4.48,False,False,False,,False,
INT512789,C10298,A119,2025-09-24,2025-09,Shipping & Delivery,Email,28.3,5.04,True,False,True,4.5,False,
INT512790,C11334,A116,2025-09-15,2025-09,Shipping & Delivery,Chat,2.2,1.33,False,False,True,4.0,False,
INT512791,C11197,A113,2025-09-05,2025-09,Shipping & Delivery,Phone,3.3,10.28,True,False,False,,False,
INT512792,C10310,A115,2025-09-29,2025-09,Shipping & Delivery,Chat,1.0,4.54,True,False,False,,False,
INT512793,C10367,A115,2025-09-16,2025-09,Shipping & Delivery,Phone,10.1,8.05,True,False,False,,False,
INT512794,C10210,A109,2025-09-22,2025-09,Shipping & Delivery,Phone,16.9,13.96,True,True,True,4.0,False,
INT512795,C10253,A105,2025-09-07,2025-09,Shipping & Delivery,Email,9.6,4.98,True,False,True,4.0,False,
INT512796,C10700,A108,2025-09-21,2025-09,Shipping & Delivery,Chat,1.9,7.21,True,False,False,,False,
INT512797,C10585,A109,2025-09-22,2025-09,Shipping & Delivery,Phone,8.4,6.88,True,False,True,5.0,False,
INT512798,C10507,A112,2025-09-10,2025-09,Shipping & Delivery,Email,29.9,13.61,True,True,False,,True,6.0
INT512799,C10684,A113,2025-09-20,2025-09,Shipping & Delivery,Chat,1.7,4.92,True,False,True,4.0,True,7.0
INT512800,C12114,A107,2025-09-09,2025-09,Shipping & Delivery,Social,3.7,4.04,True,False,False,,False,
INT512801,C12028,A114,2025-09-15,2025-09,Shipping & Delivery,Social,11.2,9.0,True,False,True,5.0,False,
INT512802,C11540,A119,2025-09-05,2025-09,Shipping & Delivery,Chat,1.3,8.0,False,False,False,,False,
INT512803,C11650,A116,2025-09-14,2025-09,Shipping & Delivery,Social,29.8,9.13,True,False,False,,False,
INT512804,C11890,A101,2025-09-16,2025-09,Shipping & Delivery,Email,13.4,3.61,False,False,False,,False,
INT512805,C11690,A101,2025-09-19,2025-09,Shipping & Delivery,Email,26.0,7.17,True,False,False,,False,
INT512806,C10533,A112,2025-09-11,2025-09,Shipping & Delivery,Email,22.1,13.88,True,False,True,5.0,False,
INT512807,C11585,A113,2025-09-20,2025-09,Shipping & Delivery,Email,12.6,9.72,True,False,False,,False,
